avg_centipawn_loss,std_centipawn_loss,median_centipawn_loss,max_centipawn_loss,cp_loss_q25,cp_loss_q75,top1_move_rate,blunder_rate,mistake_rate,cp_loss_variance,player_elo,opponent_elo,elo_diff,player_rd,game_length,time_base,won,is_computer
56.42307692307692,106.97309980943918,13.0,474.0,0.0,44.0,0.46153846153846156,0.07692307692307693,0.07692307692307693,11443.244082840236,2083,1989,94,19.0,52,300,0.5,0
38.03703703703704,47.92624076832872,22.0,208.0,2.0,61.0,0.4074074074074074,0.037037037037037035,0.07407407407407407,2296.9245541838136,2226,2553,-327,41.8,54,900,0.0,1
21.814814814814813,51.7973523111673,3.0,221.0,0.0,11.0,0.7037037037037037,0.037037037037037035,0.037037037037037035,2682.9657064471885,2553,2226,327,50.7,54,900,1.0,0
758.2307692307693,2416.4034034664046,58.0,9127.0,8.0,98.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,5839005.408284023,2033,1972,61,25.5,26,900,0.0,1
32.07692307692308,35.83393651159694,11.0,104.0,0.0,49.0,0.5384615384615384,0.0,0.07692307692307693,1284.07100591716,1972,2033,-61,26.8,26,900,1.0,0
19.085714285714285,29.050076398789553,7.0,148.0,0.0,28.5,0.34285714285714286,0.0,0.02857142857142857,843.9069387755098,2196,2099,97,28.1,83,300,0.5,1
12.485714285714286,24.591951562099606,2.0,137.0,0.0,16.5,0.42857142857142855,0.0,0.02857142857142857,604.7640816326532,2099,2196,-97,18.0,83,300,0.5,0
25.4,39.04078453544264,10.0,157.0,0.0,30.0,0.4,0.0,0.05714285714285714,1524.1828571428573,2022,2041,-19,23.8,75,300,1.0,1
36.05714285714286,49.83053731377569,14.0,202.0,0.5,51.0,0.2857142857142857,0.02857142857142857,0.08571428571428572,2483.082448979592,2041,2022,19,18.2,75,300,0.0,0
44.85294117647059,50.26116051242116,34.0,224.0,8.25,53.25,0.14705882352941177,0.029411764705882353,0.11764705882352941,2526.1842560553637,1991,2081,-90,21.4,68,300,0.5,1
43.11764705882353,55.57335624087709,17.0,230.0,2.0,70.25,0.2647058823529412,0.029411764705882353,0.11764705882352941,3088.3979238754323,2081,1991,90,19.0,68,300,0.5,0
789.6153846153846,2364.82442146953,75.0,8973.0,16.0,154.0,0.07692307692307693,0.23076923076923078,0.23076923076923078,5592394.544378698,2037,1968,69,25.5,26,900,0.0,1
24.46153846153846,35.75044999096114,10.0,132.0,0.0,27.0,0.5384615384615384,0.0,0.07692307692307693,1278.094674556213,1968,2037,-69,26.6,26,900,1.0,0
28.62857142857143,31.51424685919117,17.0,112.0,0.0,49.0,0.2857142857142857,0.0,0.02857142857142857,993.1477551020407,2659,2855,-196,37.4,114,180,0.0,1
10.771428571428572,15.933945281847118,2.0,77.0,0.0,18.0,0.6285714285714286,0.0,0.0,253.890612244898,2855,2659,196,28.3,114,180,1.0,0
12.228571428571428,18.288303388131077,4.0,77.0,0.0,19.5,0.5142857142857142,0.0,0.0,334.4620408163266,2798,2753,45,33.0,192,300,1.0,1
14.314285714285715,23.854045992327624,5.0,126.0,0.0,17.5,0.5714285714285714,0.0,0.02857142857142857,569.0155102040816,2753,2798,-45,29.5,192,300,0.0,0
